,id,country,urb/rur,age,sex,education,years_edu,work?,occupation,mar_status,spouse_job,housing,car,computer,income,household_income,participate,why_par,why_not_par
6569,6569,Lebanon,Urban,59.0,Male,BA,16.0,No,Unemployed,Married,Housewife,Owned,No,Yes,,1800.0,"No, I did not",,Other
6570,6570,Lebanon,Urban,18.0,Male,Elementary,5.0,Yes,Private sector employee,Bachelor,,Rented,No,No,600.0,3000.0,"No, I did not",,I did not care to participate / It was not important
6571,6571,Lebanon,Urban,29.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6572,6572,Lebanon,Urban,33.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,No,Yes,1000.0,2500.0,"No, I did not",,I did not agree on the political changes
6573,6573,Lebanon,Urban,61.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,2000.0,3500.0,"No, I did not",,I was afraid to participate in these demonstrations
6574,6574,Lebanon,Urban,50.0,Female,Secondary,12.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,Yes,Yes,,3000.0,"No, I did not",,I did not care to participate / It was not important
6575,6575,Lebanon,Urban,31.0,Female,Secondary,12.0,Yes,Private sector employee,Bachelor,,Rented,No,No,650.0,1700.0,"No, I did not",,I did not care to participate / It was not important
6576,6576,Lebanon,Urban,19.0,Female,Elementary,5.0,Yes,Private sector employee,Bachelor,,Rented,Yes,Yes,650.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6577,6577,Lebanon,Urban,35.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,900.0,900.0,"No, I did not",,I did not care to participate / It was not important
6578,6578,Lebanon,Urban,55.0,Male,MA and above,19.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,1200.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6579,6579,Lebanon,Urban,42.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Manual laborer,Owned,Yes,No,400.0,400.0,"No, I did not",,I did not care to participate / It was not important
6580,6580,Lebanon,Urban,35.0,Female,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,800.0,1800.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
6581,6581,Lebanon,Urban,45.0,Female,Secondary,12.0,Yes,A governmental employee,Married,Agricultural worker/Owner of a farm,Owned,No,Yes,1000.0,4000.0,"No, I did not",,I did not care to participate / It was not important
6582,6582,Lebanon,Urban,65.0,Male,BA,16.0,No,Retired,Married,Housewife,Owned,Yes,Yes,1600.0,1600.0,"No, I did not",,I did not care to participate / It was not important
6583,6583,Lebanon,Urban,33.0,Female,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,700.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6584,6584,Lebanon,Urban,30.0,Female,BA,16.0,No,Unemployed,Bachelor,,Owned,No,Yes,200.0,800.0,"No, I did not",,I did not care to participate / It was not important
6585,6585,Lebanon,Urban,35.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Bachelor,,Owned,Yes,No,600.0,600.0,"No, I did not",,I did not care to participate / It was not important
6586,6586,Lebanon,Urban,40.0,Male,Elementary,5.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,No,600.0,600.0,"No, I did not",,I did not care to participate / It was not important
6587,6587,Lebanon,Rural,20.0,Male,Elementary,5.0,No,Unemployed,Bachelor,,Owned,No,No,300.0,1000.0,"Yes, I did",Because everyone was participating in these demonstrations,
6588,6588,Lebanon,Rural,35.0,Male,Secondary,12.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not agree on the political changes
6589,6589,Lebanon,Rural,43.0,Female,Secondary,12.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,1200.0,1200.0,"No, I did not",,I did not know who to support in these demonstrations
6590,6590,Lebanon,Rural,50.0,Female,Secondary,12.0,Yes,A governmental employee,Bachelor,,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6591,6591,Lebanon,Rural,30.0,Female,BA,16.0,Yes,Private sector employee,Married,Private sector employee,Rented,Yes,Yes,600.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6592,6592,Lebanon,Rural,23.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Craftsperson,Bachelor,,Owned,No,No,1000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
6593,6593,Lebanon,Rural,33.0,Female,Secondary,12.0,No,A housewife,Married,Manual laborer,Owned,No,No,600.0,600.0,"No, I did not",,I did not care to participate / It was not important
6594,6594,Lebanon,Rural,50.0,Female,MA and above,19.0,Yes,A governmental employee,Bachelor,,Owned,Yes,Yes,700.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6595,6595,Lebanon,Rural,34.0,Male,Elementary,5.0,Yes,,Married,Housewife,Owned,Yes,No,500.0,,Refuse,,
6596,6596,Lebanon,Rural,47.0,Male,MA and above,19.0,Yes,Director of an institution or a high ranking governmental employee,Married,Government employee,Owned,Yes,Yes,1500.0,1500.0,Refuse,,
6597,6597,Lebanon,Rural,49.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,700.0,700.0,Refuse,,
6598,6598,Lebanon,Rural,25.0,Male,Secondary,12.0,Yes,,Married,Housewife,Rented,Yes,Yes,600.0,,Refuse,,
6599,6599,Lebanon,Rural,31.0,Female,BA,16.0,Yes,Owner of a shop/grocery store,Married,Agricultural worker/Owner of a farm,Owned,Yes,Yes,700.0,12000.0,Refuse,,
6600,6600,Lebanon,Rural,57.0,Female,BA,16.0,No,A housewife,Bachelor,,Owned,No,Yes,1000.0,,Refuse,,
6601,6601,Lebanon,Rural,26.0,Female,MA and above,19.0,Yes,Director of an institution or a high ranking governmental employee,Married,Private sector employee,Owned,Yes,Yes,1500.0,1500.0,Refuse,,
6602,6602,Lebanon,Rural,29.0,Male,BA,16.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6603,6603,Lebanon,Rural,39.0,Female,Secondary,12.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,1500.0,1500.0,"No, I did not",,I was afraid to participate in these demonstrations
6604,6604,Lebanon,Rural,27.0,Male,MA and above,19.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,Yes,Yes,1700.0,,Refuse,,
6605,6605,Lebanon,Rural,27.0,Female,Prepartory/Basic,8.0,Yes,,Married,,,No,No,,,Refuse,,
6606,6606,Lebanon,Rural,30.0,Male,BA,16.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,Yes,Yes,1500.0,1500.0,Refuse,,
6607,6607,Lebanon,Rural,26.0,Female,MA and above,19.0,Yes,Private sector employee,Married,Government employee,Owned,Yes,Yes,500.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6608,6608,Lebanon,Rural,50.0,Male,Elementary,5.0,No,Retired,Married,Housewife,Owned,Yes,Yes,1200.0,2000.0,"No, I did not",,I did not agree on the political changes
6609,6609,Lebanon,Rural,27.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,Yes,Yes,600.0,1700.0,"No, I did not",,I did not agree on the political changes
6610,6610,Lebanon,Rural,39.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Private sector employee,Owned,Yes,No,700.0,2000.0,"No, I did not",,I did not agree on the political changes
6611,6611,Lebanon,Rural,18.0,Female,Secondary,12.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,300.0,2000.0,"No, I did not",,I did not agree on the political changes
6612,6612,Lebanon,Rural,43.0,Male,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not agree on the political changes
6613,6613,Lebanon,Rural,24.0,Female,BA,16.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,400.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6614,6614,Lebanon,Rural,52.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6615,6615,Lebanon,Rural,41.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not agree on the political changes
6616,6616,Lebanon,Rural,44.0,Female,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Private sector employee,Owned,Yes,Yes,1000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6617,6617,Lebanon,Urban,64.0,Male,MA and above,19.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,2800.0,2800.0,"No, I did not",,I did not agree on the political changes
6618,6618,Lebanon,Urban,47.0,Female,Elementary,5.0,Yes,Private sector employee,Widowed,,Owned,No,No,300.0,300.0,"No, I did not",,I did not agree on the political changes
6619,6619,Lebanon,Urban,60.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Private sector employee,Rented,Yes,Yes,1000.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6620,6620,Lebanon,Urban,64.0,Male,Secondary,12.0,Yes,Employer/director of an institution with less than 10 employees,Married,Housewife,Owned,Yes,Yes,2000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
6621,6621,Lebanon,Urban,48.0,Female,Elementary,5.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,400.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6622,6622,Lebanon,Urban,56.0,Female,BA,16.0,Yes,Private sector employee,Married,Owner of a shop/grocery store,Rented,Yes,Yes,400.0,1500.0,"No, I did not",,I did not agree on the political changes
6623,6623,Lebanon,Urban,27.0,Female,MA and above,19.0,No,Unemployed,Bachelor,,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6624,6624,Lebanon,Urban,57.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,Yes,,700.0,"No, I did not",,I did not care to participate / It was not important
6625,6625,Lebanon,Urban,64.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,1700.0,1700.0,"No, I did not",,I did not care to participate / It was not important
6626,6626,Lebanon,Urban,63.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,700.0,700.0,"No, I did not",,I did not agree on the political changes
6627,6627,Lebanon,Urban,29.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Widowed,,Owned,Yes,Yes,500.0,500.0,"No, I did not",,I did not care to participate / It was not important
6628,6628,Lebanon,Urban,55.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Manual laborer,Owned,Yes,Yes,700.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6629,6629,Lebanon,Urban,45.0,Male,MA and above,19.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,1000.0,1800.0,"No, I did not",,I did not care to participate / It was not important
6630,6630,Lebanon,Urban,38.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,600.0,600.0,"No, I did not",,I did not care to participate / It was not important
6631,6631,Lebanon,Urban,54.0,Female,Elementary,5.0,Yes,Employer/director of an institution with less than 10 employees,Bachelor,,Owned,Yes,No,400.0,600.0,"No, I did not",,I did not agree on the political changes
6632,6632,Lebanon,Urban,24.0,Female,MA and above,19.0,Yes,Private sector employee,Married,Government employee,Rented,Yes,Yes,500.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6633,6633,Lebanon,Urban,21.0,Female,Elementary,5.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6634,6634,Lebanon,Urban,20.0,Male,Secondary,12.0,Yes,Private sector employee,Bachelor,,Owned,No,Yes,1000.0,2200.0,"No, I did not",,I did not agree on the political changes
6635,6635,Lebanon,Urban,20.0,Male,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Bachelor,,Owned,Yes,Yes,,,"No, I did not",,I did not care to participate / It was not important
6636,6636,Lebanon,Urban,22.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,500.0,1700.0,"No, I did not",,I did not agree on the political changes
6637,6637,Lebanon,Urban,20.0,Female,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Bachelor,,Owned,Yes,No,300.0,700.0,"No, I did not",,I did not care to participate / It was not important
6638,6638,Lebanon,Urban,64.0,Male,Prepartory/Basic,8.0,No,Retired,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not agree on the political changes
6639,6639,Lebanon,Urban,32.0,Female,MA and above,19.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,500.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6640,6640,Lebanon,Urban,45.0,Male,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,800.0,1200.0,"No, I did not",,I did not agree on the political changes
6641,6641,Lebanon,Urban,53.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,500.0,1400.0,"No, I did not",,I did not care to participate / It was not important
6642,6642,Lebanon,Urban,55.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Retired,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6643,6643,Lebanon,Urban,46.0,Female,BA,16.0,Yes,Owner of a shop/grocery store,Married,Private sector employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not agree on the political changes
6644,6644,Lebanon,Urban,45.0,Female,BA,16.0,Yes,Owner of a shop/grocery store,Married,Craftsperson,Owned,Yes,Yes,,1500.0,"No, I did not",,I did not care to participate / It was not important
6645,6645,Lebanon,Urban,21.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Manual laborer,Bachelor,,Owned,Yes,Yes,400.0,1400.0,"No, I did not",,I did not agree on the political changes
6646,6646,Lebanon,Urban,21.0,Male,Prepartory/Basic,8.0,Yes,Craftsperson,Bachelor,,Rented,Yes,Yes,1500.0,3000.0,"No, I did not",,I did not agree on the political changes
6647,6647,Lebanon,Urban,22.0,Male,Prepartory/Basic,8.0,Yes,Employer/director of an institution with less than 10 employees,Bachelor,,Owned,Yes,Yes,500.0,500.0,"No, I did not",,I did not care to participate / It was not important
6648,6648,Lebanon,Urban,27.0,Male,BA,16.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6649,6649,Lebanon,Urban,35.0,Male,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6650,6650,Lebanon,Urban,20.0,Female,Elementary,5.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6651,6651,Lebanon,Urban,24.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Agricultural worker/Owner of a farm,Owned,No,Yes,500.0,500.0,"No, I did not",,I did not care to participate / It was not important
6652,6652,Lebanon,Urban,55.0,Male,Elementary,5.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,Yes,500.0,1200.0,"No, I did not",,I did not care to participate / It was not important
6653,6653,Lebanon,Urban,32.0,Male,Prepartory/Basic,8.0,Yes,Employer/director of an institution with less than 10 employees,Bachelor,,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6654,6654,Lebanon,Urban,35.0,Female,BA,16.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6655,6655,Lebanon,Urban,47.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Owner of a shop/grocery store,Owned,No,No,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6656,6656,Lebanon,Urban,33.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Craftsperson,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6657,6657,Lebanon,Urban,33.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6658,6658,Lebanon,Urban,32.0,Male,BA,16.0,Yes,Employer/director of an institution with less than 10 employees,Bachelor,,Owned,Yes,Yes,600.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6659,6659,Lebanon,Urban,48.0,Female,Elementary,5.0,Yes,Private sector employee,Bachelor,,Owned,No,No,300.0,300.0,"No, I did not",,I did not care to participate / It was not important
6660,6660,Lebanon,Urban,41.0,Female,BA,16.0,Yes,Owner of a shop/grocery store,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,No,Yes,1000.0,2500.0,"No, I did not",,I did not care to participate / It was not important
6661,6661,Lebanon,Urban,45.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,No,No,,1000.0,"No, I did not",,I did not care to participate / It was not important
6662,6662,Lebanon,Urban,45.0,Male,BA,16.0,Yes,Employer/director of an institution with less than 10 employees,Married,Housewife,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6663,6663,Lebanon,Urban,21.0,Female,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Rented,No,No,,1500.0,"No, I did not",,I did not care to participate / It was not important
6664,6664,Lebanon,Urban,47.0,Male,Elementary,5.0,Yes,Employer/director of an institution with less than 10 employees,Married,Housewife,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6665,6665,Lebanon,Urban,54.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6666,6666,Lebanon,Urban,54.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6667,6667,Lebanon,Urban,29.0,Female,MA and above,19.0,No,Unemployed,Bachelor,,Owned,Yes,Yes,,2000.0,"No, I did not",,I did not care to participate / It was not important
6668,6668,Lebanon,Urban,25.0,Female,Elementary,5.0,No,A housewife,Married,Government employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6669,6669,Lebanon,Urban,39.0,Male,Secondary,12.0,Yes,Employer/director of an institution with 10 employees or more,Married,Housewife,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6670,6670,Lebanon,Urban,55.0,Male,Prepartory/Basic,8.0,Yes,,Married,Housewife,Owned,Yes,No,900.0,900.0,"No, I did not",,I did not care to participate / It was not important
6671,6671,Lebanon,Urban,35.0,Male,BA,16.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6672,6672,Lebanon,Urban,42.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Craftsperson,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6673,6673,Lebanon,Urban,50.0,Female,Prepartory/Basic,8.0,No,A housewife,Bachelor,,Owned,Yes,No,,800.0,"No, I did not",,I did not care to participate / It was not important
6674,6674,Lebanon,Urban,45.0,Male,Prepartory/Basic,8.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,Yes,No,700.0,1300.0,"No, I did not",,I did not care to participate / It was not important
6675,6675,Lebanon,Urban,28.0,Female,Secondary,12.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,No,,1000.0,"No, I did not",,I did not care to participate / It was not important
6676,6676,Lebanon,Urban,37.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6677,6677,Lebanon,Urban,35.0,Female,Secondary,12.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6678,6678,Lebanon,Urban,35.0,Female,BA,16.0,Yes,A governmental employee,Married,Private sector employee,Owned,Yes,Yes,1000.0,2500.0,"No, I did not",,I did not care to participate / It was not important
6679,6679,Lebanon,Urban,18.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6680,6680,Lebanon,Urban,35.0,Male,MA and above,19.0,Yes,A governmental employee,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,1000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6681,6681,Lebanon,Urban,32.0,Male,MA and above,19.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,Housewife,Owned,Yes,Yes,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6682,6682,Lebanon,Urban,40.0,Male,MA and above,19.0,Yes,A governmental employee,Bachelor,,Owned,Yes,Yes,1500.0,2200.0,"No, I did not",,I did not care to participate / It was not important
6683,6683,Lebanon,Urban,41.0,Male,Secondary,12.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6684,6684,Lebanon,Urban,26.0,Male,Illiterate/No formal education,0.0,,Craftsperson,Bachelor,,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6685,6685,Lebanon,Urban,28.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,Yes,No,,800.0,"No, I did not",,I did not care to participate / It was not important
6686,6686,Lebanon,Urban,27.0,Female,BA,16.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Bachelor,,Owned,Yes,Yes,700.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6687,6687,Lebanon,Urban,23.0,Female,BA,16.0,No,A housewife,Bachelor,,Owned,Yes,Yes,,800.0,"No, I did not",,I did not care to participate / It was not important
6688,6688,Lebanon,Urban,26.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Craftsperson,Rented,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6689,6689,Lebanon,Urban,18.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,,1500.0,"No, I did not",,I did not care to participate / It was not important
6690,6690,Lebanon,Urban,40.0,Male,Secondary,12.0,Yes,A governmental employee,Married,Owner of a shop/grocery store,Owned,Yes,Yes,900.0,2000.0,"No, I did not",,Other
6691,6691,Lebanon,Urban,24.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Rented,Yes,No,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6692,6692,Lebanon,Urban,50.0,Female,Elementary,5.0,No,A housewife,Married,Manual laborer,Owned,Yes,No,,800.0,"No, I did not",,I did not care to participate / It was not important
6693,6693,Lebanon,Urban,24.0,Female,Elementary,5.0,Yes,Private sector employee,Bachelor,,Owned,Yes,No,300.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6694,6694,Lebanon,Urban,42.0,Male,Illiterate/No formal education,0.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6695,6695,Lebanon,Urban,53.0,Female,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Widowed,,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6696,6696,Lebanon,Urban,30.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6697,6697,Lebanon,Urban,27.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,600.0,900.0,"No, I did not",,I did not care to participate / It was not important
6698,6698,Lebanon,Urban,34.0,Male,BA,16.0,Yes,Private sector employee,Married,Government employee,Owned,Yes,Yes,1000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
6699,6699,Lebanon,Urban,40.0,Female,BA,16.0,No,A housewife,Bachelor,,Owned,No,Yes,,800.0,"No, I did not",,I did not care to participate / It was not important
6700,6700,Lebanon,Urban,27.0,Female,Secondary,12.0,Yes,Private sector employee,Married,Private sector employee,Owned,Yes,Yes,500.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6701,6701,Lebanon,Urban,60.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Does not work,Rented,Yes,No,,800.0,"No, I did not",,I did not care to participate / It was not important
6702,6702,Lebanon,Urban,42.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6703,6703,Lebanon,Urban,41.0,Male,BA,16.0,Yes,Private sector employee,Married,Housewife,Rented,Yes,Yes,800.0,800.0,"No, I did not",,I did not care to participate / It was not important
6704,6704,Lebanon,Urban,36.0,Female,BA,16.0,No,A housewife,Married,Employer/director of an institution with less than 10 employees,Owned,Yes,Yes,,1500.0,"No, I did not",,I did not care to participate / It was not important
6705,6705,Lebanon,Urban,45.0,Male,BA,16.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Bachelor,,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6706,6706,Lebanon,Urban,64.0,Male,Prepartory/Basic,8.0,Yes,Private sector employee,Married,Housewife,Owned,Yes,Yes,500.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6707,6707,Lebanon,Urban,37.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6708,6708,Lebanon,Urban,30.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,,1500.0,"No, I did not",,I did not care to participate / It was not important
6709,6709,Lebanon,Urban,68.0,Male,Prepartory/Basic,8.0,Yes,,Married,Housewife,Rented,Yes,Yes,,1000.0,"No, I did not",,I did not care to participate / It was not important
6710,6710,Lebanon,Urban,47.0,Male,BA,16.0,Yes,Employer/director of an institution with less than 10 employees,Bachelor,,Owned,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6711,6711,Lebanon,Urban,36.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Rented,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
6712,6712,Lebanon,Urban,28.0,Female,Elementary,5.0,No,A housewife,Married,Private sector employee,Owned,Yes,Yes,,800.0,"No, I did not",,I did not care to participate / It was not important
6713,6713,Lebanon,Urban,34.0,Female,BA,16.0,Yes,Private sector employee,Bachelor,,Owned,Yes,Yes,1000.0,1500.0,"No, I did not",,I did not care to participate / It was not important
6714,6714,Lebanon,Urban,25.0,Female,Illiterate/No formal education,0.0,No,Unemployed,Bachelor,,Owned,Yes,Yes,,800.0,"No, I did not",,I did not care to participate / It was not important
6715,6715,Lebanon,Urban,38.0,Male,Secondary,12.0,Yes,Employer/director of an institution with less than 10 employees,Bachelor,,Rented,Yes,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
